file,family,frames,n_tonal_mean,frac_energy_safe_80,frac_bins_safe_80,frac_energy_masked_80,frac_energy_smasked_80,frac_bins_masked_80,frac_total_energy_80,frac_energy_safe_70,frac_bins_safe_70,frac_energy_masked_70,frac_energy_smasked_70,frac_bins_masked_70,frac_total_energy_70,frac_energy_safe_60,frac_bins_safe_60,frac_energy_masked_60,frac_energy_smasked_60,frac_bins_masked_60,frac_total_energy_60,frac_energy_safe_40,frac_bins_safe_40,frac_energy_masked_40,frac_energy_smasked_40,frac_bins_masked_40,frac_total_energy_40,frac_energy_safe_20,frac_bins_safe_20,frac_energy_masked_20,frac_energy_smasked_20,frac_bins_masked_20,frac_total_energy_20
reed_acoustic_059-090-100.wav,reed,247,4.012145748987854,1.0,1.0,0.9998216032981873,0.9964491128921509,0.999976366601281,1.404784057967845e-07,0.9993479,0.9990381147048214,0.9993769526481628,0.9984391331672668,0.9997461691582168,4.8694114411773626e-06,0.9648714,0.9883572735896969,0.9335726499557495,0.9287625551223755,0.9883285261170789,3.652872328530066e-05,0.7208488,0.889044701946023,0.6727555394172668,0.6284151077270508,0.9391919042815788,0.0005365890683606267,0.13276996,0.5830311181561272,0.08875072002410889,0.06174744293093681,0.9249545676521683,0.01739499531686306
string_acoustic_068-024-050.wav,string,247,0.8421052631578947,0.88571715,0.9346523221289542,0.942054808139801,0.7208723425865173,0.9885909607419083,4.732908109872369e-06,0.49382898,0.7657756591043335,0.6788371801376343,0.5147647261619568,0.9536526318416653,1.4847077181912027e-05,0.43772182,0.7384057499674775,0.5751466751098633,0.501360297203064,0.9437361779627943,4.30559302913025e-05,0.7263616,0.7283843004286354,0.7364025712013245,0.616972029209137,0.9394792399718508,0.0012463777093216777,0.8395737,0.7201323580633926,0.37176308035850525,0.2607991397380829,0.9362116462429942,0.08561693131923676
organ_electronic_080-045-025.wav,organ,247,1.8866396761133604,1.0,1.0,0.9861510396003723,0.9264357686042786,0.9991496598639455,1.1244193132142755e-07,0.95832783,0.9852689788098161,0.9280619621276855,0.9163450598716736,0.9928409990477611,1.257643248209206e-06,0.9124859,0.9019711926174702,0.9024009704589844,0.9005136489868164,0.9827176121109421,1.6154035620274954e-05,0.77949655,0.7520209893264505,0.7407709360122681,0.7407349944114685,0.9582939357542614,0.001119940890930593,0.21136446,0.6017079501393918,0.2376866340637207,0.23762734234333038,0.9243358861793828,0.026529496535658836
bass_synthetic_140-067-025.wav,bass,247,17.20242914979757,0.99999994,1.0,0.9777145981788635,0.7963958978652954,0.9976962650846891,1.8773400256577588e-07,0.9868762,0.9834402921937228,0.8231593370437622,0.7772435545921326,0.9747941643796042,1.7357145907226368e-06,0.7978316,0.7433423748403755,0.7259922027587891,0.7001862525939941,0.9505140609416217,1.3850834875483997e-05,0.6589124,0.5892960100271569,0.5257033109664917,0.5251205563545227,0.912504700229789,0.0006905764457769692,0.08668361,0.4264658531088,0.06796187907457352,0.06794584542512894,0.8846153846153846,0.025094682350754738
guitar_acoustic_024-040-025.wav,guitar,247,5.2145748987854255,1.0,1.0,0.9334656000137329,0.8116686344146729,0.9947003003525878,1.0409622746010427e-06,0.9232304,0.9583888347680869,0.8413832783699036,0.8157323598861694,0.981619912920734,9.647391379985493e-06,0.8113411,0.8636937160961143,0.7634754180908203,0.754347026348114,0.9660247377485518,8.924477151595056e-05,0.65158284,0.70140194268017,0.5994139909744263,0.5967807769775391,0.9329502074345194,0.006051930133253336,0.27503723,0.6077010300286251,0.30799731612205505,0.2895922362804413,0.9113414160316542,0.1691705882549286
mallet_acoustic_009-112-100.wav,mallet,247,1.1781376518218623,1.0,1.0,1.0,0.4853523075580597,1.0,4.2199135918963293e-07,1.0,1.0,0.9582229256629944,0.7135782241821289,0.99993614049092,1.63057381996623e-06,0.92781556,0.9992594244214751,0.8638741970062256,0.8063936233520508,0.999562025195496,1.4314459804154467e-05,0.50737107,0.9917214877601366,0.8068220615386963,0.8000987768173218,0.998418622303751,0.0017026712885126472,0.19539875,0.9877856206673299,0.20736971497535706,0.20450648665428162,0.9975997599759976,0.02567330375313759
keyboard_electronic_085-094-050.wav,keyboard,247,2.6072874493927127,0.9981358,0.9997217767012536,0.9319678544998169,0.5977867841720581,0.9973323295473143,1.956494088517502e-06,0.8865307,0.9844460878092697,0.7555866241455078,0.5951733589172363,0.9926932784592383,8.530054401489906e-06,0.78169537,0.9647774473614975,0.5832844972610474,0.4773465692996979,0.9891573853353637,4.176544462097809e-05,0.58133405,0.9185816321682531,0.24742348492145538,0.20793776214122772,0.9851448299890724,0.0013962573138996959,0.061356,0.864990997820525,0.010329780168831348,0.009249997325241566,0.9824773366183391,0.05105867609381676
bass_synthetic_030-070-100.wav,bass,247,6.0,0.99602747,0.9996581722470047,0.9310728907585144,0.8324460983276367,0.9971371925686646,3.643466186531441e-07,0.9140563,0.973626593185205,0.8699442744255066,0.8455071449279785,0.9937729456131734,2.1374028165155323e-06,0.8100479,0.9436609342642689,0.7939892411231995,0.7637915015220642,0.9904805559420812,1.4121273125056177e-05,0.4469329,0.8859051254089422,0.4250914454460144,0.3639748692512512,0.981477323753929,0.0007346951169893146,0.11979087,0.848074773467786,0.12760543823242188,0.02008536085486412,0.9725624499567944,0.042266011238098145
flute_acoustic_021-095-075.wav,flute,247,3.919028340080972,0.99789673,0.9979695657994556,0.9846839308738708,0.9194172620773315,0.9952028202954171,8.663089943183877e-07,0.91575015,0.9088263593907676,0.8504444360733032,0.8198022842407227,0.9456009011757528,1.9421706383582205e-05,0.6819474,0.6363021537821246,0.7137650847434998,0.696851909160614,0.8809783928137898,0.0001255164243048057,0.46732107,0.4310883568887607,0.4687193036079407,0.34170234203338623,0.854605326410922,0.00107057043351233,0.37617317,0.40552845528455284,0.15998509526252747,0.08764385432004929,0.8489708506841166,0.01125658955425024
vocal_acoustic_017-043-050.wav,vocal,247,1.1619433198380567,0.99954164,0.9995924605196128,0.9966724514961243,0.9701613187789917,0.9990102612619169,1.2502746358222794e-06,0.65752435,0.7067772020725389,0.7920522093772888,0.7565456628799438,0.952321243523316,9.012285772769246e-06,0.67654413,0.5577744494369556,0.7213408350944519,0.7113242149353027,0.9230506092712782,4.439808617462404e-05,0.64651173,0.40817896765973644,0.6461009383201599,0.6442850232124329,0.8942260757336333,0.0016866704681888223,0.6852855,0.3867649292205872,0.4318661689758301,0.4318133592605591,0.8837714916031877,0.05805423483252525
organ_electronic_108-084-127.wav,organ,247,10.740890688259109,1.0,1.0,0.9987154603004456,0.9050285816192627,0.9997493375349137,3.6023959637532244e-07,0.9963632,0.997378948820527,0.9726009368896484,0.9222874641418457,0.9954108612682209,3.050304485441302e-06,0.9635319,0.9795738791689448,0.9157887697219849,0.8868769407272339,0.9893298933843631,1.0959431165247224e-05,0.84257305,0.9423512322586404,0.3269510567188263,0.32513242959976196,0.9673210039844518,0.00033422914566472173,0.13901886,0.7911084529505582,0.06493329256772995,0.06486549228429794,0.9540749601275917,0.008963946253061295
bass_synthetic_015-105-127.wav,bass,247,1.2105263157894737,0.9421788,0.9997666803440258,0.9407820701599121,0.7387240529060364,0.9997344983225122,3.1010696943667426e-07,0.8225174,0.9958086231767912,0.8692424893379211,0.8076955676078796,0.999182561307902,1.7468619262217544e-06,0.75554013,0.9929729298091512,0.7560378313064575,0.734531044960022,0.9984668210492693,1.972985228348989e-05,0.621931,0.9819053192667225,0.7954975366592407,0.7907597422599792,0.9960694683896684,0.0015504384646192193,0.28737673,0.9758387354025693,0.26636776328086853,0.26606670022010803,0.9952072262710325,0.02440168894827366
keyboard_electronic_104-083-127.wav,keyboard,247,2.11336032388664,1.0000001,1.0,0.9933243989944458,0.8724543452262878,0.9990822214829006,1.530980625830125e-06,0.9885172,0.9927826238999087,0.9172506332397461,0.7883288860321045,0.9896159151399763,1.2131891708122566e-05,0.8918034,0.9283867082329602,0.8227516412734985,0.7633534073829651,0.9735811959756271,7.695404201513156e-05,0.7215889,0.7071857695332452,0.5857847332954407,0.5722748637199402,0.95069765933469,0.003062099451199174,0.30246976,0.4884267874535765,0.1688673198223114,0.1678577959537506,0.9355416010072615,0.06684751063585281
organ_electronic_036-050-127.wav,organ,247,1.2550607287449393,1.0000001,1.0,0.9618520140647888,0.8597642779350281,0.9967216821162107,1.4504122702874156e-07,0.9293726,0.9710238844658396,0.8443100452423096,0.8179466724395752,0.9823551194223292,1.2295455462663085e-06,0.5394743,0.8236982545998298,0.5388622283935547,0.5319910049438477,0.9516684856870311,9.440055691811722e-06,0.8122208,0.733080777221068,0.8172296285629272,0.8164691925048828,0.9343924396105747,0.00024335210036952049,0.83620423,0.7324435334715805,0.6368334889411926,0.6367552876472473,0.9332409905762348,0.009625927545130253
mallet_acoustic_001-083-100.wav,mallet,247,1.9392712550607287,1.0,1.0,0.9025622010231018,0.7691707611083984,0.9994987149597778,2.2783548558891198e-07,0.9075346,0.9986985779583545,0.8432738780975342,0.817291259765625,0.9990874174707973,1.3489435559677077e-06,0.8049175,0.9971167174937622,0.7355728149414062,0.7316188216209412,0.9986138064873856,8.864037226885557e-06,0.55835795,0.9925067581453436,0.5625014305114746,0.5624169111251831,0.9978184232575051,0.00041455088648945093,0.11095339,0.9899793902352356,0.11945629864931107,0.1194545328617096,0.9971177915176209,0.019946999847888947
brass_acoustic_002-070-025.wav,brass,247,1.1497975708502024,0.9931679,0.9996342173081719,0.9232352375984192,0.5759450793266296,0.9978385568210159,1.8420214473735541e-06,0.7741353,0.9726619407661818,0.7449337244033813,0.5220054388046265,0.9918449731014333,1.0963878594338894e-05,0.65102476,0.9548987990662078,0.6314758062362671,0.43502432107925415,0.9866750098272805,7.442481000907719e-05,0.4998861,0.9376039011415273,0.4730757772922516,0.42535001039505005,0.981183008502082,0.0017267799703404307,0.2801726,0.9292785751503956,0.2016877830028534,0.19951389729976654,0.979157785040974,0.037909772247076035
mallet_acoustic_029-080-025.wav,mallet,247,1.7044534412955465,1.0,1.0,0.9314512014389038,0.5858261585235596,0.9986553512190409,5.200233204050164e-07,0.9343339,0.9947709917579352,0.8235213756561279,0.684785783290863,0.9969630302740446,3.171014668623684e-06,0.803865,0.9869282601966713,0.7347710728645325,0.6972032189369202,0.9958173607308111,1.3897091776016168e-05,0.5014515,0.9793825032029483,0.407776802778244,0.40574410557746887,0.9941081568416558,0.0004481328069232404,0.1750789,0.9733612383509714,0.18512631952762604,0.18507623672485352,0.9931448428368346,0.018183492124080658
reed_synthetic_001-045-100.wav,reed,247,2.080971659919028,0.9974185,0.999150077437389,1.0,0.9999765753746033,1.0,2.3756189193591126e-07,0.9344116,0.9373560375892037,0.9678673148155212,0.9658609628677368,0.9944746696813397,3.3146388886962086e-06,0.891905,0.7857134859765996,0.9595518708229065,0.9591144919395447,0.9859486088562951,3.367463068570942e-05,0.6350586,0.5075250763001635,0.7974428534507751,0.797292172908783,0.9605337950695665,0.0020554803777486086,0.40570825,0.3278092710971736,0.3327934741973877,0.28307873010635376,0.9168254734048968,0.05943227931857109
string_acoustic_032-079-127.wav,string,247,0.728744939271255,1.0,1.0,0.9880872368812561,0.7753098011016846,0.9996722386102918,1.941487653311924e-06,0.9430617,0.9886944280301714,0.8930168151855469,0.7653272151947021,0.9954551774479474,1.9340315702720545e-05,0.8382666,0.9563150992724752,0.8208397626876831,0.7629955410957336,0.9885650804787798,0.00017019743972923607,0.57605624,0.8800044688100995,0.6143082976341248,0.6037468314170837,0.9753257842362724,0.0072791739366948605,0.16558893,0.8471149441627572,0.2829314172267914,0.28228506445884705,0.9695619896065331,0.11894579231739044
bass_synthetic_094-075-050.wav,bass,247,9.234817813765183,1.0000001,1.0,0.9746958017349243,0.6725406050682068,0.998804145628488,1.507898303998445e-07,0.99570996,0.999271563005565,0.8640949726104736,0.7428781390190125,0.9917839083185811,7.875181609051651e-07,0.97656757,0.9951251865362295,0.8962342739105225,0.8583927154541016,0.9902918255678992,4.242633167450549e-06,0.7302021,0.956409946399065,0.5411914587020874,0.539265513420105,0.9806311207834603,0.00023459538351744413,0.21261208,0.8971285595138806,0.07578279078006744,0.0757506862282753,0.9693633583541841,0.014072085730731487
bass_synthetic_042-077-050.wav,bass,247,2.591093117408907,1.0,1.0,1.0,0.03600751608610153,1.0,8.719041034055408e-06,1.0,1.0,1.0,0.04174945130944252,1.0,2.9537381124100648e-05,1.0000001,1.0,1.0,0.06322239339351654,1.0,6.35190517641604e-05,0.9258044,0.9984735252027349,0.8664336204528809,0.193407341837883,0.9993162664970584,0.0005921519477851689,0.76186377,0.9950182952907446,0.7478086948394775,0.111094169318676,0.9982179911612361,0.034876905381679535
bass_synthetic_071-050-100.wav,bass,247,4.230769230769231,0.9999999,1.0,0.910317599773407,0.7265159487724304,0.9916799731069837,2.7970239457886237e-08,0.9231905,0.9374323055816305,0.8327465057373047,0.8079264760017395,0.9673622644234241,4.0766619235910184e-07,0.93711525,0.8744706931134388,0.9140335917472839,0.9122537970542908,0.9532538444394919,8.645652997074649e-06,0.9503262,0.8588341834356563,0.8894253969192505,0.8892289400100708,0.9213733036796335,0.002781748306006193,0.2582045,0.2617737703041847,0.5576607584953308,0.5543999075889587,0.8761189271379172,0.1091378778219223
organ_electronic_047-035-100.wav,organ,247,3.437246963562753,1.0000001,1.0,0.9098663926124573,0.7256344556808472,0.9921027654143514,2.0405325074079883e-07,0.70884407,0.9185140751531771,0.621001660823822,0.5586880445480347,0.9660482454261108,1.2620436109500588e-06,0.53968775,0.8286904279846954,0.5728076100349426,0.5582403540611267,0.950921005875596,6.962632141949143e-06,0.84592324,0.8048851059725605,0.8432376384735107,0.8417208194732666,0.9444297092887742,0.0001600038231117651,0.9888875,0.8056549235044237,0.8477901220321655,0.8477423191070557,0.9444888051359034,0.005073309876024723
mallet_electronic_000-010-127.wav,mallet,247,0.17813765182186234,0.99999994,1.0,1.0,0.19547438621520996,1.0,1.405221468075979e-07,1.0,1.0,1.0,0.5908634066581726,1.0,3.544980984315771e-07,0.99999994,1.0,1.0,0.8464531898498535,1.0,2.5905901566147804e-06,0.8444684,0.9813578826237054,0.831458330154419,0.8102644085884094,0.9937763713080169,0.00031668186420574784,0.71515924,0.9018450496094574,0.7052503228187561,0.687978982925415,0.968655267046654,0.11247327923774719
organ_electronic_015-034-025.wav,organ,247,7.105263157894737,0.99268186,0.9989154215831105,0.7894304990768433,0.5757396221160889,0.9804869383099276,1.5961926180807495e-07,0.5614416,0.8433497707115283,0.4994416832923889,0.43293496966362,0.9426044752273454,1.0355677204643143e-06,0.38737833,0.7314674735249622,0.4442453384399414,0.42901310324668884,0.9224701168725374,5.736406365031144e-06,0.85113394,0.7272976128175195,0.8193514943122864,0.8182678818702698,0.9158971055915623,0.00012185247760498896,0.9786587,0.7295357202676727,0.6225669384002686,0.6225472092628479,0.9155108193687838,0.006688040215522051
bass_synthetic_085-021-127.wav,bass,247,0.5587044534412956,0.99492323,0.9988415467667571,0.9940205216407776,0.9818648099899292,0.9995829568360325,1.1685676781780785e-07,0.98961055,0.9962472361401302,0.9928947687149048,0.9880295991897583,0.9987626021867456,1.3968729035696015e-06,0.9879974,0.9928587842256907,0.9912259578704834,0.9900476336479187,0.9977197603096883,1.720741784083657e-05,0.98085195,0.9842128245608143,0.992019772529602,0.99155592918396,0.9959916249594124,0.005191342905163765,0.29649752,0.2920111074655292,0.5863407254219055,0.5473386645317078,0.9279295140083706,0.1371743083000183
vocal_acoustic_014-068-075.wav,vocal,247,5.271255060728745,0.96910375,0.9824945295404814,0.8861867785453796,0.7897645831108093,0.965943148703164,2.044536131506902e-06,0.6271513,0.7341048721245892,0.7040281295776367,0.6544588208198547,0.9280611515930848,9.392591891810298e-06,0.6399767,0.5978159332710574,0.6583762764930725,0.5620297789573669,0.9061231575553663,4.91811842948664e-05,0.58241564,0.5694456674004402,0.4772547781467438,0.4519745707511902,0.895657394436662,0.0006806422607041895,0.077771425,0.5350897367774068,0.035382360219955444,0.034949831664562225,0.8890325241293986,0.03978199139237404
organ_electronic_044-028-025.wav,organ,247,3.117408906882591,1.0,1.0,0.9774239659309387,0.8583306670188904,0.9984807366687543,2.078454315324052e-07,0.9543923,0.975037398109233,0.9429391622543335,0.9274183511734009,0.991289039046679,2.954550382128218e-06,0.796667,0.900816081554407,0.8424643874168396,0.837860643863678,0.9764223199648843,3.015274523932021e-05,0.47774255,0.6940941248846508,0.605363667011261,0.60456782579422,0.9405365150803802,0.0006464180187322199,0.68275315,0.6873892710644343,0.3963657021522522,0.3962778151035309,0.9380955421129076,0.013129196129739285
string_acoustic_027-071-050.wav,string,247,0.41700404858299595,1.0,1.0,1.0,0.7455971837043762,1.0,2.83939016298973e-07,0.9816122,0.9993317964652033,0.926007866859436,0.798201322555542,0.9991313354047643,2.884640935008065e-06,0.88677853,0.9919841988313719,0.8946452736854553,0.8684330582618713,0.9976051353798041,3.0621435143984854e-05,0.745113,0.9607504300172007,0.8279778361320496,0.827394962310791,0.9934317372694907,0.0027036131359636784,0.29532355,0.9368610801451579,0.5211386680603027,0.5209431648254395,0.9895084714941929,0.06427504867315292
organ_electronic_008-101-075.wav,organ,247,7.6396761133603235,0.99508744,0.9997384573889874,0.8827414512634277,0.7822891473770142,0.9970821652458909,2.5108789714067825e-07,0.95505565,0.9946435197883222,0.844099760055542,0.8216350078582764,0.9945951178586986,1.1916343964912812e-06,0.85034144,0.9460920110810421,0.797120213508606,0.7933305501937866,0.9931464074684943,7.063772500259802e-06,0.6357598,0.8963770072586922,0.6290363669395447,0.6289429068565369,0.990557346844772,0.00028656297945417464,0.053502873,0.8710893268614052,0.05691228434443474,0.05691029503941536,0.9886055000831426,0.01337385643273592
brass_acoustic_052-067-127.wav,brass,247,16.246963562753038,1.0000001,1.0,1.0,0.749794602394104,1.0,5.354566923188031e-08,0.9999999,1.0,0.9606277942657471,0.8805299997329712,0.9906070093929906,9.973775831895182e-07,0.98355114,0.9574406485234511,0.9093372821807861,0.8739114999771118,0.9614939200926462,2.013792982324958e-05,0.81128895,0.7693243681724772,0.5593248009681702,0.5558174848556519,0.8690377474132026,0.001438286155462265,0.0377459,0.31604225917760165,0.0441451221704483,0.04401937499642372,0.8016539763460072,0.0434381365776062
flute_acoustic_015-080-025.wav,flute,247,7.497975708502024,0.99999994,1.0,0.9418734908103943,0.795478105545044,0.9864046649093378,6.382570632013085e-07,0.88861257,0.8965092668596363,0.7746422290802002,0.7227690815925598,0.9194496047003932,6.966962700971635e-06,0.7714646,0.6714903615101191,0.7694126963615417,0.7527496814727783,0.8919118563215321,4.5783992391079664e-05,0.6007294,0.49419398907103823,0.4962778687477112,0.40560752153396606,0.8673074421025241,0.000719125964678824,0.23151869,0.4175543993562112,0.12783761322498322,0.0797799676656723,0.8559283545937677,0.022077200934290886
organ_electronic_087-058-127.wav,organ,247,16.19838056680162,0.99999994,1.0,0.9978176951408386,0.983726978302002,0.9996352515361522,2.667399883193866e-07,0.99600327,0.9961315942624354,0.9658598303794861,0.9604277610778809,0.9941346296486483,2.0402405880304286e-06,0.97987205,0.9789899672867924,0.7863056063652039,0.7837949991226196,0.9717015839556135,1.6393438272643834e-05,0.31264466,0.4418807285644867,0.248537078499794,0.2482415735721588,0.8754503259102867,0.0009255592594854534,0.10280277,0.3551388399577235,0.05043938383460045,0.05042893439531326,0.8437209749223329,0.026170970872044563
guitar_electronic_019-040-025.wav,guitar,247,0.728744939271255,0.9686258,0.9924314386394975,0.9175149202346802,0.8343450427055359,0.9936162606608447,1.7360002857458312e-07,0.7985786,0.9081089319223112,0.8220071792602539,0.7971543669700623,0.9817589514492823,1.2020125268463744e-06,0.76604116,0.8358235823582358,0.7771106362342834,0.7714312672615051,0.9698019801980198,1.0402296538813971e-05,0.6400794,0.7526199188509696,0.6142162680625916,0.6129133701324463,0.9460085131804944,0.0007036968600004911,0.8292335,0.726703638012536,0.5869265198707581,0.5868892669677734,0.9360037238866462,0.02458014525473118
reed_acoustic_048-057-050.wav,reed,247,18.991902834008098,0.97428614,0.9786450171706732,0.803450882434845,0.724992036819458,0.9426199446537525,4.07830697213285e-07,0.7709951,0.8204323895704091,0.6648088097572327,0.6450639963150024,0.8567563785624329,4.275682840670925e-06,0.6715061,0.54860411942377,0.6762102842330933,0.6687402725219727,0.8214853637193372,3.40029364451766e-05,0.46527344,0.4208231353320024,0.3129430115222931,0.22283998131752014,0.7837327608530402,0.0007930152351036668,0.03240614,0.29429971832779006,0.0179266519844532,0.015295039862394333,0.7512691163131177,0.044807035475969315
bass_synthetic_001-072-025.wav,bass,247,3.5020242914979756,1.0,1.0,0.6987109184265137,0.3838334083557129,0.9916156485468245,1.361685349365871e-06,0.5162875,0.9429614737619497,0.4050604999065399,0.33370789885520935,0.9762442046526895,1.0830472092493437e-05,0.4838683,0.9175084311235837,0.33733534812927246,0.30614086985588074,0.9667850124141724,6.796049274271354e-05,0.67201954,0.889560033971759,0.6883184313774109,0.3751833438873291,0.9602022430885726,0.004239438101649284,0.55815953,0.8843990901048907,0.5160260796546936,0.4180883765220642,0.9592284847718944,0.06519123911857605
